facility_id,day,total_beds,occupied_beds,occupancy_rate
JALN-PHC-4,49,14,10,0.71
JALN-PHC-4,50,14,10,0.71
JALN-PHC-4,51,14,9,0.64
JALN-PHC-4,52,14,10,0.71
JALN-PHC-4,53,14,8,0.57
JALN-PHC-4,54,14,11,0.79
JALN-PHC-4,55,14,10,0.71
JALN-PHC-4,56,14,10,0.71
JALN-PHC-4,57,14,10,0.71
JALN-PHC-4,58,14,10,0.71
JALN-PHC-4,59,14,11,0.79
JALN-PHC-4,60,14,9,0.64
JALN-PHC-4,61,14,7,0.5
JALN-PHC-4,62,14,9,0.64
JALN-PHC-4,63,14,9,0.64
JALN-PHC-4,64,14,8,0.57
JALN-PHC-4,65,14,10,0.71
JALN-PHC-4,66,14,11,0.79
JALN-PHC-4,67,14,9,0.64
JALN-PHC-4,68,14,10,0.71
JALN-PHC-4,69,14,13,0.93
JALN-PHC-4,70,14,9,0.64
JALN-PHC-4,71,14,8,0.57
JALN-PHC-4,72,14,8,0.57
JALN-PHC-4,73,14,10,0.71
JALN-PHC-4,74,14,11,0.79
JALN-PHC-4,75,14,11,0.79
JALN-PHC-4,76,14,8,0.57
JALN-PHC-4,77,14,11,0.79
JALN-PHC-4,78,14,10,0.71
JALN-PHC-4,79,14,11,0.79
JALN-PHC-4,80,14,12,0.86
JALN-PHC-4,81,14,12,0.86
JALN-PHC-4,82,14,12,0.86
JALN-PHC-4,83,14,11,0.79
JALN-PHC-4,84,14,10,0.71
JALN-PHC-4,85,14,11,0.79
JALN-PHC-4,86,14,10,0.71
JALN-PHC-4,87,14,13,0.93
JALN-PHC-4,88,14,10,0.71
JALN-PHC-4,89,14,11,0.79
BARA-CHC-1,0,26,17,0.65
BARA-CHC-1,1,26,17,0.65
BARA-CHC-1,2,26,21,0.81
BARA-CHC-1,3,26,23,0.88
BARA-CHC-1,4,26,14,0.54
BARA-CHC-1,5,26,22,0.85
BARA-CHC-1,6,26,21,0.81
BARA-CHC-1,7,26,15,0.58
BARA-CHC-1,8,26,18,0.69
BARA-CHC-1,9,26,16,0.62
BARA-CHC-1,10,26,15,0.58
BARA-CHC-1,11,26,25,0.96
BARA-CHC-1,12,26,23,0.88
BARA-CHC-1,13,26,15,0.58
BARA-CHC-1,14,26,19,0.73
BARA-CHC-1,15,26,20,0.77
BARA-CHC-1,16,26,17,0.65
BARA-CHC-1,17,26,18,0.69
BARA-CHC-1,18,26,23,0.88
BARA-CHC-1,19,26,20,0.77
BARA-CHC-1,20,26,18,0.69
BARA-CHC-1,21,26,20,0.77
BARA-CHC-1,22,26,20,0.77
BARA-CHC-1,23,26,21,0.81
BARA-CHC-1,24,26,20,0.77
BARA-CHC-1,25,26,25,0.96
BARA-CHC-1,26,26,21,0.81
BARA-CHC-1,27,26,22,0.85
BARA-CHC-1,28,26,22,0.85
BARA-CHC-1,29,26,20,0.77
BARA-CHC-1,30,26,20,0.77
BARA-CHC-1,31,26,21,0.81
BARA-CHC-1,32,26,16,0.62
BARA-CHC-1,33,26,21,0.81
BARA-CHC-1,34,26,20,0.77
BARA-CHC-1,35,26,19,0.73
BARA-CHC-1,36,26,22,0.85
BARA-CHC-1,37,26,19,0.73
BARA-CHC-1,38,26,15,0.58
BARA-CHC-1,39,26,22,0.85
BARA-CHC-1,40,26,20,0.77
BARA-CHC-1,41,26,19,0.73
BARA-CHC-1,42,26,14,0.54
BARA-CHC-1,43,26,23,0.88
BARA-CHC-1,44,26,16,0.62
BARA-CHC-1,45,26,19,0.73
BARA-CHC-1,46,26,16,0.62
BARA-CHC-1,47,26,17,0.65
BARA-CHC-1,48,26,20,0.77
BARA-CHC-1,49,26,22,0.85
BARA-CHC-1,50,26,16,0.62
BARA-CHC-1,51,26,18,0.69
BARA-CHC-1,52,26,19,0.73
BARA-CHC-1,53,26,19,0.73
BARA-CHC-1,54,26,19,0.73
BARA-CHC-1,55,26,19,0.73
BARA-CHC-1,56,26,21,0.81
BARA-CHC-1,57,26,14,0.54
BARA-CHC-1,58,26,18,0.69
BARA-CHC-1,59,26,20,0.77
BARA-CHC-1,60,26,21,0.81
BARA-CHC-1,61,26,22,0.85
BARA-CHC-1,62,26,18,0.69
BARA-CHC-1,63,26,20,0.77
BARA-CHC-1,64,26,15,0.58
BARA-CHC-1,65,26,21,0.81
BARA-CHC-1,66,26,22,0.85
BARA-CHC-1,67,26,21,0.81
BARA-CHC-1,68,26,20,0.77
BARA-CHC-1,69,26,20,0.77
BARA-CHC-1,70,26,17,0.65
BARA-CHC-1,71,26,19,0.73
BARA-CHC-1,72,26,25,0.96
BARA-CHC-1,73,26,23,0.88
BARA-CHC-1,74,26,18,0.69
BARA-CHC-1,75,26,17,0.65
BARA-CHC-1,76,26,22,0.85
BARA-CHC-1,77,26,18,0.69
BARA-CHC-1,78,26,17,0.65
BARA-CHC-1,79,26,14,0.54
BARA-CHC-1,80,26,21,0.81
BARA-CHC-1,81,26,18,0.69
BARA-CHC-1,82,26,18,0.69
BARA-CHC-1,83,26,19,0.73
BARA-CHC-1,84,26,17,0.65
BARA-CHC-1,85,26,20,0.77
BARA-CHC-1,86,26,20,0.77
BARA-CHC-1,87,26,19,0.73
BARA-CHC-1,88,26,17,0.65
BARA-CHC-1,89,26,18,0.69
BARA-PHC-2,0,9,6,0.67
BARA-PHC-2,1,9,8,0.89
BARA-PHC-2,2,9,8,0.89
BARA-PHC-2,3,9,6,0.67
BARA-PHC-2,4,9,7,0.78
BARA-PHC-2,5,9,7,0.78
BARA-PHC-2,6,9,5,0.56
BARA-PHC-2,7,9,7,0.78
BARA-PHC-2,8,9,7,0.78
BARA-PHC-2,9,9,7,0.78
BARA-PHC-2,10,9,7,0.78
BARA-PHC-2,11,9,5,0.56
BARA-PHC-2,12,9,8,0.89
BARA-PHC-2,13,9,7,0.78
BARA-PHC-2,14,9,5,0.56
BARA-PHC-2,15,9,7,0.78
BARA-PHC-2,16,9,5,0.56
BARA-PHC-2,17,9,8,0.89
BARA-PHC-2,18,9,7,0.78
BARA-PHC-2,19,9,8,0.89
BARA-PHC-2,20,9,6,0.67
BARA-PHC-2,21,9,7,0.78
BARA-PHC-2,22,9,8,0.89
BARA-PHC-2,23,9,7,0.78
BARA-PHC-2,24,9,6,0.67
BARA-PHC-2,25,9,6,0.67
BARA-PHC-2,26,9,6,0.67
BARA-PHC-2,27,9,7,0.78
BARA-PHC-2,28,9,7,0.78
BARA-PHC-2,29,9,6,0.67
BARA-PHC-2,30,9,6,0.67
BARA-PHC-2,31,9,5,0.56
BARA-PHC-2,32,9,8,0.89
BARA-PHC-2,33,9,7,0.78
BARA-PHC-2,34,9,7,0.78
BARA-PHC-2,35,9,6,0.67
BARA-PHC-2,36,9,8,0.89
BARA-PHC-2,37,9,7,0.78
BARA-PHC-2,38,9,7,0.78
BARA-PHC-2,39,9,8,0.89
BARA-PHC-2,40,9,7,0.78
BARA-PHC-2,41,9,7,0.78
BARA-PHC-2,42,9,8,0.89
BARA-PHC-2,43,9,7,0.78
BARA-PHC-2,44,9,8,0.89
BARA-PHC-2,45,9,7,0.78
BARA-PHC-2,46,9,6,0.67
BARA-PHC-2,47,9,7,0.78
BARA-PHC-2,48,9,7,0.78
BARA-PHC-2,49,9,6,0.67
BARA-PHC-2,50,9,5,0.56
BARA-PHC-2,51,9,8,0.89
BARA-PHC-2,52,9,8,0.89
BARA-PHC-2,53,9,6,0.67
BARA-PHC-2,54,9,5,0.56
BARA-PHC-2,55,9,8,0.89
BARA-PHC-2,56,9,6,0.67
BARA-PHC-2,57,9,7,0.78
BARA-PHC-2,58,9,8,0.89
BARA-PHC-2,59,9,7,0.78
BARA-PHC-2,60,9,6,0.67
BARA-PHC-2,61,9,8,0.89
BARA-PHC-2,62,9,6,0.67
BARA-PHC-2,63,9,8,0.89
BARA-PHC-2,64,9,8,0.89
BARA-PHC-2,65,9,7,0.78
BARA-PHC-2,66,9,7,0.78
BARA-PHC-2,67,9,7,0.78
BARA-PHC-2,68,9,5,0.56
BARA-PHC-2,69,9,7,0.78
BARA-PHC-2,70,9,7,0.78
BARA-PHC-2,71,9,8,0.89
BARA-PHC-2,72,9,8,0.89
BARA-PHC-2,73,9,7,0.78
BARA-PHC-2,74,9,5,0.56
BARA-PHC-2,75,9,6,0.67
BARA-PHC-2,76,9,7,0.78
BARA-PHC-2,77,9,5,0.56
BARA-PHC-2,78,9,7,0.78
BARA-PHC-2,79,9,5,0.56
BARA-PHC-2,80,9,8,0.89
BARA-PHC-2,81,9,6,0.67
BARA-PHC-2,82,9,7,0.78
BARA-PHC-2,83,9,6,0.67
BARA-PHC-2,84,9,6,0.67
BARA-PHC-2,85,9,6,0.67
BARA-PHC-2,86,9,6,0.67
BARA-PHC-2,87,9,6,0.67
BARA-PHC-2,88,9,6,0.67
BARA-PHC-2,89,9,7,0.78
BARA-PHC-3,0,13,9,0.69
BARA-PHC-3,1,13,8,0.62
BARA-PHC-3,2,13,8,0.62
BARA-PHC-3,3,13,9,0.69
BARA-PHC-3,4,13,9,0.69
BARA-PHC-3,5,13,10,0.77
BARA-PHC-3,6,13,10,0.77
BARA-PHC-3,7,13,8,0.62
BARA-PHC-3,8,13,8,0.62
BARA-PHC-3,9,13,9,0.69
BARA-PHC-3,10,13,9,0.69
BARA-PHC-3,11,13,10,0.77
BARA-PHC-3,12,13,10,0.77
BARA-PHC-3,13,13,11,0.85
BARA-PHC-3,14,13,10,0.77
BARA-PHC-3,15,13,13,1.0
BARA-PHC-3,16,13,10,0.77
BARA-PHC-3,17,13,12,0.92
BARA-PHC-3,18,13,10,0.77
BARA-PHC-3,19,13,11,0.85
BARA-PHC-3,20,13,10,0.77
BARA-PHC-3,21,13,9,0.69
BARA-PHC-3,22,13,11,0.85
BARA-PHC-3,23,13,9,0.69
BARA-PHC-3,24,13,9,0.69
BARA-PHC-3,25,13,12,0.92
BARA-PHC-3,26,13,10,0.77
BARA-PHC-3,27,13,9,0.69
BARA-PHC-3,28,13,9,0.69
BARA-PHC-3,29,13,10,0.77
BARA-PHC-3,30,13,9,0.69
BARA-PHC-3,31,13,9,0.69
BARA-PHC-3,32,13,9,0.69
BARA-PHC-3,33,13,12,0.92
BARA-PHC-3,34,13,9,0.69
BARA-PHC-3,35,13,10,0.77
BARA-PHC-3,36,13,11,0.85
BARA-PHC-3,37,13,8,0.62
BARA-PHC-3,38,13,9,0.69
BARA-PHC-3,39,13,8,0.62
BARA-PHC-3,40,13,10,0.77
BARA-PHC-3,41,13,10,0.77
BARA-PHC-3,42,13,9,0.69
BARA-PHC-3,43,13,11,0.85
BARA-PHC-3,44,13,8,0.62
BARA-PHC-3,45,13,10,0.77
BARA-PHC-3,46,13,7,0.54
BARA-PHC-3,47,13,10,0.77
BARA-PHC-3,48,13,12,0.92
BARA-PHC-3,49,13,8,0.62
BARA-PHC-3,50,13,10,0.77
BARA-PHC-3,51,13,13,1.0
BARA-PHC-3,52,13,9,0.69
BARA-PHC-3,53,13,11,0.85
BARA-PHC-3,54,13,8,0.62
BARA-PHC-3,55,13,10,0.77
BARA-PHC-3,56,13,11,0.85
BARA-PHC-3,57,13,10,0.77
BARA-PHC-3,58,13,11,0.85
BARA-PHC-3,59,13,8,0.62
BARA-PHC-3,60,13,10,0.77
BARA-PHC-3,61,13,10,0.77
BARA-PHC-3,62,13,8,0.62
BARA-PHC-3,63,13,10,0.77
BARA-PHC-3,64,13,10,0.77
BARA-PHC-3,65,13,11,0.85
BARA-PHC-3,66,13,10,0.77
BARA-PHC-3,67,13,11,0.85
BARA-PHC-3,68,13,10,0.77
BARA-PHC-3,69,13,11,0.85
BARA-PHC-3,70,13,9,0.69
BARA-PHC-3,71,13,9,0.69
BARA-PHC-3,72,13,8,0.62
BARA-PHC-3,73,13,9,0.69
BARA-PHC-3,74,13,11,0.85
BARA-PHC-3,75,13,9,0.69
BARA-PHC-3,76,13,11,0.85
BARA-PHC-3,77,13,12,0.92
BARA-PHC-3,78,13,9,0.69
BARA-PHC-3,79,13,8,0.62
BARA-PHC-3,80,13,9,0.69
BARA-PHC-3,81,13,9,0.69
BARA-PHC-3,82,13,9,0.69
BARA-PHC-3,83,13,9,0.69
BARA-PHC-3,84,13,7,0.54
BARA-PHC-3,85,13,11,0.85
BARA-PHC-3,86,13,7,0.54
BARA-PHC-3,87,13,10,0.77
BARA-PHC-3,88,13,13,1.0
BARA-PHC-3,89,13,11,0.85
BARA-PHC-4,0,11,10,0.91
BARA-PHC-4,1,11,8,0.73
BARA-PHC-4,2,11,7,0.64
BARA-PHC-4,3,11,8,0.73
BARA-PHC-4,4,11,7,0.64
BARA-PHC-4,5,11,9,0.82
BARA-PHC-4,6,11,8,0.73
BARA-PHC-4,7,11,10,0.91
BARA-PHC-4,8,11,11,1.0
BARA-PHC-4,9,11,7,0.64
BARA-PHC-4,10,11,11,1.0
BARA-PHC-4,11,11,8,0.73
BARA-PHC-4,12,11,8,0.73
BARA-PHC-4,13,11,9,0.82
BARA-PHC-4,14,11,6,0.55
BARA-PHC-4,15,11,9,0.82
BARA-PHC-4,16,11,10,0.91
BARA-PHC-4,17,11,9,0.82
BARA-PHC-4,18,11,6,0.55
BARA-PHC-4,19,11,6,0.55
BARA-PHC-4,20,11,8,0.73
BARA-PHC-4,21,11,8,0.73
BARA-PHC-4,22,11,7,0.64
BARA-PHC-4,23,11,7,0.64
BARA-PHC-4,24,11,9,0.82
BARA-PHC-4,25,11,8,0.73
BARA-PHC-4,26,11,7,0.64
BARA-PHC-4,27,11,9,0.82
BARA-PHC-4,28,11,7,0.64
BARA-PHC-4,29,11,8,0.73
BARA-PHC-4,30,11,8,0.73
BARA-PHC-4,31,11,9,0.82
BARA-PHC-4,32,11,7,0.64
BARA-PHC-4,33,11,6,0.55
BARA-PHC-4,34,11,8,0.73
BARA-PHC-4,35,11,8,0.73
BARA-PHC-4,36,11,8,0.73
BARA-PHC-4,37,11,8,0.73
BARA-PHC-4,38,11,8,0.73
BARA-PHC-4,39,11,8,0.73
BARA-PHC-4,40,11,9,0.82
BARA-PHC-4,41,11,8,0.73
BARA-PHC-4,42,11,11,1.0
BARA-PHC-4,43,11,7,0.64
BARA-PHC-4,44,11,9,0.82
BARA-PHC-4,45,11,9,0.82
BARA-PHC-4,46,11,8,0.73
BARA-PHC-4,47,11,7,0.64
BARA-PHC-4,48,11,8,0.73
BARA-PHC-4,49,11,9,0.82
BARA-PHC-4,50,11,8,0.73
BARA-PHC-4,51,11,6,0.55
BARA-PHC-4,52,11,10,0.91
BARA-PHC-4,53,11,6,0.55
BARA-PHC-4,54,11,10,0.91
BARA-PHC-4,55,11,9,0.82
BARA-PHC-4,56,11,8,0.73
BARA-PHC-4,57,11,8,0.73
BARA-PHC-4,58,11,7,0.64
BARA-PHC-4,59,11,6,0.55
BARA-PHC-4,60,11,9,0.82
BARA-PHC-4,61,11,8,0.73
BARA-PHC-4,62,11,9,0.82
BARA-PHC-4,63,11,8,0.73
BARA-PHC-4,64,11,9,0.82
BARA-PHC-4,65,11,7,0.64
BARA-PHC-4,66,11,8,0.73
BARA-PHC-4,67,11,8,0.73
BARA-PHC-4,68,11,8,0.73
BARA-PHC-4,69,11,9,0.82
BARA-PHC-4,70,11,7,0.64
BARA-PHC-4,71,11,9,0.82
BARA-PHC-4,72,11,9,0.82
BARA-PHC-4,73,11,9,0.82
BARA-PHC-4,74,11,9,0.82
BARA-PHC-4,75,11,10,0.91
BARA-PHC-4,76,11,9,0.82
BARA-PHC-4,77,11,9,0.82
BARA-PHC-4,78,11,7,0.64
BARA-PHC-4,79,11,7,0.64
BARA-PHC-4,80,11,10,0.91
BARA-PHC-4,81,11,7,0.64
BARA-PHC-4,82,11,8,0.73
BARA-PHC-4,83,11,8,0.73
BARA-PHC-4,84,11,7,0.64
BARA-PHC-4,85,11,8,0.73
BARA-PHC-4,86,11,8,0.73
BARA-PHC-4,87,11,9,0.82
BARA-PHC-4,88,11,8,0.73
BARA-PHC-4,89,11,7,0.64
ARAR-CHC-1,0,27,22,0.81
ARAR-CHC-1,1,27,22,0.81
ARAR-CHC-1,2,27,21,0.78
ARAR-CHC-1,3,27,21,0.78
ARAR-CHC-1,4,27,20,0.74
ARAR-CHC-1,5,27,19,0.7
ARAR-CHC-1,6,27,16,0.59
ARAR-CHC-1,7,27,22,0.81
ARAR-CHC-1,8,27,22,0.81
ARAR-CHC-1,9,27,18,0.67
ARAR-CHC-1,10,27,23,0.85
ARAR-CHC-1,11,27,19,0.7
ARAR-CHC-1,12,27,21,0.78
ARAR-CHC-1,13,27,26,0.96
ARAR-CHC-1,14,27,17,0.63
ARAR-CHC-1,15,27,22,0.81
ARAR-CHC-1,16,27,24,0.89
ARAR-CHC-1,17,27,20,0.74
ARAR-CHC-1,18,27,25,0.93
ARAR-CHC-1,19,27,20,0.74
ARAR-CHC-1,20,27,22,0.81
ARAR-CHC-1,21,27,18,0.67
ARAR-CHC-1,22,27,22,0.81
ARAR-CHC-1,23,27,20,0.74
ARAR-CHC-1,24,27,22,0.81
ARAR-CHC-1,25,27,21,0.78
ARAR-CHC-1,26,27,17,0.63
ARAR-CHC-1,27,27,18,0.67
ARAR-CHC-1,28,27,22,0.81
ARAR-CHC-1,29,27,19,0.7
ARAR-CHC-1,30,27,19,0.7
ARAR-CHC-1,31,27,17,0.63
ARAR-CHC-1,32,27,15,0.56
ARAR-CHC-1,33,27,22,0.81
ARAR-CHC-1,34,27,24,0.89
ARAR-CHC-1,35,27,22,0.81
ARAR-CHC-1,36,27,19,0.7
ARAR-CHC-1,37,27,23,0.85
ARAR-CHC-1,38,27,21,0.78
ARAR-CHC-1,39,27,20,0.74
ARAR-CHC-1,40,27,19,0.7
ARAR-CHC-1,41,27,20,0.74
ARAR-CHC-1,42,27,17,0.63
ARAR-CHC-1,43,27,20,0.74
ARAR-CHC-1,44,27,23,0.85
ARAR-CHC-1,45,27,24,0.89
ARAR-CHC-1,46,27,21,0.78
ARAR-CHC-1,47,27,21,0.78
ARAR-CHC-1,48,27,25,0.93
ARAR-CHC-1,49,27,22,0.81
ARAR-CHC-1,50,27,22,0.81
ARAR-CHC-1,51,27,23,0.85
ARAR-CHC-1,52,27,20,0.74
ARAR-CHC-1,53,27,26,0.96
ARAR-CHC-1,54,27,22,0.81
ARAR-CHC-1,55,27,25,0.93
ARAR-CHC-1,56,27,20,0.74
ARAR-CHC-1,57,27,23,0.85
ARAR-CHC-1,58,27,25,0.93
ARAR-CHC-1,59,27,21,0.78
ARAR-CHC-1,60,27,19,0.7
ARAR-CHC-1,61,27,21,0.78
ARAR-CHC-1,62,27,24,0.89
ARAR-CHC-1,63,27,24,0.89
ARAR-CHC-1,64,27,18,0.67
ARAR-CHC-1,65,27,16,0.59
ARAR-CHC-1,66,27,17,0.63
ARAR-CHC-1,67,27,25,0.93
ARAR-CHC-1,68,27,21,0.78
ARAR-CHC-1,69,27,22,0.81
ARAR-CHC-1,70,27,26,0.96
ARAR-CHC-1,71,27,21,0.78
ARAR-CHC-1,72,27,24,0.89
ARAR-CHC-1,73,27,27,1.0
ARAR-CHC-1,74,27,18,0.67
ARAR-CHC-1,75,27,18,0.67
ARAR-CHC-1,76,27,20,0.74
ARAR-CHC-1,77,27,20,0.74
ARAR-CHC-1,78,27,19,0.7
ARAR-CHC-1,79,27,23,0.85
ARAR-CHC-1,80,27,22,0.81
ARAR-CHC-1,81,27,17,0.63
ARAR-CHC-1,82,27,21,0.78
ARAR-CHC-1,83,27,17,0.63
ARAR-CHC-1,84,27,23,0.85
ARAR-CHC-1,85,27,23,0.85
ARAR-CHC-1,86,27,15,0.56
ARAR-CHC-1,87,27,15,0.56
ARAR-CHC-1,88,27,21,0.78
ARAR-CHC-1,89,27,17,0.63
ARAR-PHC-2,0,11,8,0.73
ARAR-PHC-2,1,11,8,0.73
ARAR-PHC-2,2,11,8,0.73
ARAR-PHC-2,3,11,9,0.82
ARAR-PHC-2,4,11,8,0.73
ARAR-PHC-2,5,11,7,0.64
ARAR-PHC-2,6,11,7,0.64
ARAR-PHC-2,7,11,8,0.73
ARAR-PHC-2,8,11,8,0.73
ARAR-PHC-2,9,11,9,0.82
ARAR-PHC-2,10,11,7,0.64
ARAR-PHC-2,11,11,8,0.73
ARAR-PHC-2,12,11,7,0.64
ARAR-PHC-2,13,11,9,0.82
ARAR-PHC-2,14,11,7,0.64
ARAR-PHC-2,15,11,10,0.91
ARAR-PHC-2,16,11,7,0.64
ARAR-PHC-2,17,11,10,0.91
ARAR-PHC-2,18,11,10,0.91
ARAR-PHC-2,19,11,9,0.82
ARAR-PHC-2,20,11,8,0.73
ARAR-PHC-2,21,11,9,0.82
ARAR-PHC-2,22,11,8,0.73
ARAR-PHC-2,23,11,8,0.73
ARAR-PHC-2,24,11,9,0.82
ARAR-PHC-2,25,11,8,0.73
ARAR-PHC-2,26,11,9,0.82
ARAR-PHC-2,27,11,8,0.73
ARAR-PHC-2,28,11,10,0.91
ARAR-PHC-2,29,11,9,0.82
ARAR-PHC-2,30,11,9,0.82
ARAR-PHC-2,31,11,7,0.64
ARAR-PHC-2,32,11,9,0.82
ARAR-PHC-2,33,11,8,0.73
ARAR-PHC-2,34,11,9,0.82
ARAR-PHC-2,35,11,9,0.82
ARAR-PHC-2,36,11,8,0.73
ARAR-PHC-2,37,11,8,0.73
ARAR-PHC-2,38,11,5,0.45
ARAR-PHC-2,39,11,11,1.0
ARAR-PHC-2,40,11,9,0.82
ARAR-PHC-2,41,11,6,0.55
ARAR-PHC-2,42,11,9,0.82
ARAR-PHC-2,43,11,8,0.73
ARAR-PHC-2,44,11,9,0.82
ARAR-PHC-2,45,11,8,0.73
ARAR-PHC-2,46,11,10,0.91
ARAR-PHC-2,47,11,7,0.64
ARAR-PHC-2,48,11,9,0.82
ARAR-PHC-2,49,11,10,0.91
ARAR-PHC-2,50,11,7,0.64
ARAR-PHC-2,51,11,10,0.91
ARAR-PHC-2,52,11,8,0.73
ARAR-PHC-2,53,11,9,0.82
ARAR-PHC-2,54,11,6,0.55
ARAR-PHC-2,55,11,7,0.64
ARAR-PHC-2,56,11,9,0.82
ARAR-PHC-2,57,11,8,0.73
ARAR-PHC-2,58,11,8,0.73
ARAR-PHC-2,59,11,9,0.82
ARAR-PHC-2,60,11,6,0.55
ARAR-PHC-2,61,11,9,0.82
ARAR-PHC-2,62,11,9,0.82
ARAR-PHC-2,63,11,8,0.73
ARAR-PHC-2,64,11,8,0.73
ARAR-PHC-2,65,11,10,0.91
ARAR-PHC-2,66,11,9,0.82
ARAR-PHC-2,67,11,9,0.82
ARAR-PHC-2,68,11,10,0.91
ARAR-PHC-2,69,11,9,0.82
ARAR-PHC-2,70,11,6,0.55
ARAR-PHC-2,71,11,8,0.73
ARAR-PHC-2,72,11,9,0.82
ARAR-PHC-2,73,11,9,0.82
ARAR-PHC-2,74,11,8,0.73
ARAR-PHC-2,75,11,7,0.64
ARAR-PHC-2,76,11,9,0.82
ARAR-PHC-2,77,11,9,0.82
ARAR-PHC-2,78,11,7,0.64
ARAR-PHC-2,79,11,10,0.91
ARAR-PHC-2,80,11,8,0.73
ARAR-PHC-2,81,11,10,0.91
ARAR-PHC-2,82,11,8,0.73
ARAR-PHC-2,83,11,10,0.91
ARAR-PHC-2,84,11,9,0.82
ARAR-PHC-2,85,11,7,0.64
ARAR-PHC-2,86,11,7,0.64
ARAR-PHC-2,87,11,8,0.73
ARAR-PHC-2,88,11,7,0.64
ARAR-PHC-2,89,11,8,0.73
ARAR-PHC-3,0,13,13,1.0
ARAR-PHC-3,1,13,11,0.85
ARAR-PHC-3,2,13,10,0.77
ARAR-PHC-3,3,13,8,0.62
ARAR-PHC-3,4,13,9,0.69
ARAR-PHC-3,5,13,9,0.69
ARAR-PHC-3,6,13,9,0.69
ARAR-PHC-3,7,13,10,0.77
ARAR-PHC-3,8,13,11,0.85
ARAR-PHC-3,9,13,11,0.85
ARAR-PHC-3,10,13,12,0.92
ARAR-PHC-3,11,13,11,0.85
ARAR-PHC-3,12,13,11,0.85
ARAR-PHC-3,13,13,12,0.92
ARAR-PHC-3,14,13,12,0.92
ARAR-PHC-3,15,13,9,0.69
ARAR-PHC-3,16,13,9,0.69
ARAR-PHC-3,17,13,11,0.85
ARAR-PHC-3,18,13,11,0.85
ARAR-PHC-3,19,13,13,1.0
ARAR-PHC-3,20,13,10,0.77
ARAR-PHC-3,21,13,9,0.69
ARAR-PHC-3,22,13,10,0.77
ARAR-PHC-3,23,13,11,0.85
ARAR-PHC-3,24,13,10,0.77
ARAR-PHC-3,25,13,10,0.77
ARAR-PHC-3,26,13,9,0.69
ARAR-PHC-3,27,13,10,0.77
ARAR-PHC-3,28,13,11,0.85
ARAR-PHC-3,29,13,11,0.85
ARAR-PHC-3,30,13,10,0.77
ARAR-PHC-3,31,13,9,0.69
ARAR-PHC-3,32,13,10,0.77
ARAR-PHC-3,33,13,7,0.54
ARAR-PHC-3,34,13,13,1.0
ARAR-PHC-3,35,13,9,0.69
ARAR-PHC-3,36,13,13,1.0
ARAR-PHC-3,37,13,11,0.85
ARAR-PHC-3,38,13,10,0.77
ARAR-PHC-3,39,13,11,0.85
ARAR-PHC-3,40,13,9,0.69
ARAR-PHC-3,41,13,11,0.85
ARAR-PHC-3,42,13,10,0.77
ARAR-PHC-3,43,13,12,0.92
ARAR-PHC-3,44,13,12,0.92
ARAR-PHC-3,45,13,8,0.62
ARAR-PHC-3,46,13,12,0.92
ARAR-PHC-3,47,13,10,0.77
ARAR-PHC-3,48,13,11,0.85
ARAR-PHC-3,49,13,9,0.69
ARAR-PHC-3,50,13,11,0.85
ARAR-PHC-3,51,13,9,0.69
ARAR-PHC-3,52,13,10,0.77
ARAR-PHC-3,53,13,11,0.85
ARAR-PHC-3,54,13,9,0.69
ARAR-PHC-3,55,13,13,1.0
ARAR-PHC-3,56,13,10,0.77
ARAR-PHC-3,57,13,9,0.69
ARAR-PHC-3,58,13,7,0.54
ARAR-PHC-3,59,13,11,0.85
ARAR-PHC-3,60,13,11,0.85
ARAR-PHC-3,61,13,8,0.62
ARAR-PHC-3,62,13,11,0.85
ARAR-PHC-3,63,13,8,0.62
ARAR-PHC-3,64,13,10,0.77
ARAR-PHC-3,65,13,9,0.69
ARAR-PHC-3,66,13,13,1.0
ARAR-PHC-3,67,13,11,0.85
ARAR-PHC-3,68,13,10,0.77
ARAR-PHC-3,69,13,7,0.54
ARAR-PHC-3,70,13,11,0.85
ARAR-PHC-3,71,13,10,0.77
ARAR-PHC-3,72,13,8,0.62
ARAR-PHC-3,73,13,12,0.92
ARAR-PHC-3,74,13,8,0.62
ARAR-PHC-3,75,13,10,0.77
ARAR-PHC-3,76,13,10,0.77
ARAR-PHC-3,77,13,8,0.62
ARAR-PHC-3,78,13,9,0.69
ARAR-PHC-3,79,13,11,0.85
ARAR-PHC-3,80,13,11,0.85
ARAR-PHC-3,81,13,12,0.92
ARAR-PHC-3,82,13,12,0.92
ARAR-PHC-3,83,13,12,0.92
ARAR-PHC-3,84,13,10,0.77
ARAR-PHC-3,85,13,9,0.69
ARAR-PHC-3,86,13,10,0.77
ARAR-PHC-3,87,13,10,0.77
ARAR-PHC-3,88,13,11,0.85
ARAR-PHC-3,89,13,10,0.77
ARAR-PHC-4,0,13,9,0.69
ARAR-PHC-4,1,13,9,0.69
ARAR-PHC-4,2,13,9,0.69
ARAR-PHC-4,3,13,10,0.77
ARAR-PHC-4,4,13,8,0.62
ARAR-PHC-4,5,13,11,0.85
ARAR-PHC-4,6,13,9,0.69
ARAR-PHC-4,7,13,11,0.85
ARAR-PHC-4,8,13,10,0.77
ARAR-PHC-4,9,13,8,0.62
ARAR-PHC-4,10,13,9,0.69
ARAR-PHC-4,11,13,12,0.92
ARAR-PHC-4,12,13,11,0.85
